_id	style	bib	resBib	author	bookTitle	container	date	doi	edition	editor	journal	location	pages	publisher	title	translator	url	volume	total
5ab9ab5325f15f355762988e	diatom-research	Allen R. B. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen R. B.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	33.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	34.0	
5ab9ab5325f15f355762988e	annual-reviews-author-date	Allen RB. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine. 17(11/12): 	{:author=>"Allen RB.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine.", :url=>"17(11/12):"}	40.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-music-technology-and-education	 Allen, R. B. (2011), 'Weaving Content with Coordination Widgets', D-Lib Magazine, 17:11/12 https://doi.org/10.1045/november2011-allen 	{:author=>"Allen, R. B.", :date=>"(2011),", :title=>"'Weaving Content with Coordination Widgets', D-Lib", :journal=>"Magazine,", :volume=>"17: 11/12", :url=>"https://doi.org/10.1045/november2011-allen"}	33.5	-	-	0.000	-	-	-	50	-	-	-	18	-	-	78	35.9	
5ab9ab5325f15f355762988e	journal-of-antimicrobial-chemotherapy	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011; 17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine", :date=>"2011; 17.", :note=>"Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	-	-	50	-	-	-	-	-	-	-	28	-	-	-	46.0	
5ab9ab5325f15f355762988e	culture-medicine-and-psychiatry	Allen, Robert B. 2011 Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine. Retrieved. from https://doi.org/10.1045/november2011-allen. 	{:author=>"Allen, Robert B.", :date=>"2011", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1045/november2011-allen."}	5.0	-	-	0.000	-	-	-	-	-	-	-	51	-	-	-	18.666666666666668	
5ab9ab5325f15f355762988e	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALLEN, Robert B. Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine. v. 17, n. 11/12, 2011. Disponível em: <https://doi.org/10.1045/november2011-allen>. 	{:author=>"ALLEN, Robert B.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine.", :journal=>"v.", :volume=>"17, n. 11/12,", :date=>"2011.", :note=>"Disponível em: <https://doi.org/10.1045/november2011-allen>."}	45.0	-	-	0.000	-	-	-	100	-	-	-	45	-	-	85	55.0	
5ab9ab5325f15f355762988e	memorias-do-instituto-oswaldo-cruz	Allen RB 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen RB", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	47.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	37.5	
5ab9ab5325f15f355762988e	veterinary-pathology	1. Allen RB. Weaving Content with Coordination Widgets. 2011;17.  	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets.", :date=>"2011;17."}	60.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	35.0	
5ab9ab5325f15f355762988e	the-journal-of-molecular-diagnostics	1.Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine, 2011, 17 	{:author=>"1.Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :journal=>"Magazine,", :volume=>"2011,", :pages=>"17"}	53.0	-	-	-	-	-	-	50	-	-	-	15	-	-	80	49.5	
5ab9ab5325f15f355762988e	computer-und-recht	Allen, Weaving Content with Coordination Widgets, 2011 	{:author=>"Allen,", :title=>"Weaving Content with Coordination Widgets,", :date=>"2011"}	67.0	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-the-american-college-of-cardiology	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011;17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 2011;17. Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	80	-	-	-	-	-	-	-	-	-	15	-	-	-	51.666666666666664	
5ab9ab5325f15f355762988e	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Allen R.B., 2011. Weaving Content with Coordination Widgets. D-Lib Magazine, 17 (11/12): , doi: 10.1045/november2011-allen 	{:author=>"Allen R.B.,", :date=>["2011.", "( 11/12):"], :title=>"Weaving Content with Coordination Widgets.", :journal=>"D-Lib Magazine,", :volume=>"17", :location=>",", :doi=>"doi: 10.1045/november2011-allen"}	40.0	-	-	0.000	16	-	-	7	5ab9b92b25f15f355762ea20	diatom-research	Alon N. & Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N. & Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	annual-reviews-author-date	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52: 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52:"}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	journal-of-music-technology-and-education	 Alon, N. and Fischer, E. (1999), 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb., 52 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999),", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.,", :volume=>"52"}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	0	15.26666666666667	
5ab9b92b25f15f355762ea20	journal-of-antimicrobial-chemotherapy	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999; 52. 	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;", :pages=>"52."}	52.5	-	-	20	-	-	-	11	-	-	-	1	-	-	-	21.125	
5ab9b92b25f15f355762ea20	culture-medicine-and-psychiatry	Alon, Noga, and Eldar Fischer 1999 Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. Ars Comb. 	{:author=>"Alon, Noga, and Eldar Fischer", :date=>"1999", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 52. Ars Comb."}	27.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	-	22.25	
5ab9b92b25f15f355762ea20	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALON, Noga; FISCHER, Eldar. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb. v. 52, 1999. 	{:author=>"ALON, Noga; FISCHER, Eldar.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb. v.", :volume=>"52,", :date=>"1999."}	82.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	33	35.4	
5ab9beba25f15f35576308d6	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Amoroso E., 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing, 1 (1): 28‑38, doi: 10.1109/MCC.2014.17 	{:author=>"Amoroso E.,", :date=>["2014.", "( 1): 28‑38,"], :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing,", :volume=>"1", :doi=>"doi: 10.1109/MCC.2014.17"}	36.0	-	-	0.000	21	-	-	5	-	-	-	2	-	-	0	10.666666666666666	
5ab9beba25f15f35576308d6	scandinavian-journal-of-work-environment-and-health	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing [Internet] . 2014;1(1):28–38. Available from: https://doi.org/10.1109/MCC.2014.17 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing [Internet]", :volume=>". 2014;1(1):", :pages=>"28–38.", :accessed=>"Available from:", :url=>"https://doi.org/10.1109/MCC.2014.17"}	57.0	-	-	-	-	-	-	35	-	33	-	-	2	-	-	92	43.8	
5ab9beba25f15f35576308d6	genome-biology-and-evolution	Amoroso E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing. 1:28–38. doi: 10.1109/MCC.2014.17. 	{:author=>"Amoroso E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"1:", :pages=>"28–38.", :doi=>"doi: 10.1109/MCC.2014.17."}	36.0	-	-	0.000	24	-	-	5	-	33	-	-	2	-	-	50	21.428571428571427	
5ab9beba25f15f35576308d6	harvard-university-of-gloucestershire	Amoroso, E. (2014) Practical Methods for Securing the Cloud, IEEE Cloud Computing 1 (1): 28–38 Available from: <https://doi.org/10.1109/MCC.2014.17> [Accessed:  	{:author=>"Amoroso, E.", :date=>["(2014)", "( 1):"], :title=>"Practical Methods for Securing the Cloud,", :journal=>"IEEE Cloud Computing", :volume=>"1", :pages=>"28–38", :accessed=>"Available from:", :url=>"<https://doi.org/10.1109/MCC.2014.17>", :publisher=>"[Accessed:"}	50.0	-	-	0.000	-	-	-	0	-	20	-	2	-	-	0	12.0	
5ab9beba25f15f35576308d6	monash-university-harvard	Amoroso, E 2014, ‘Practical Methods for Securing the Cloud’, IEEE Cloud Computing, vol. 1, no.1, pp. 28–38, doi: 10.1109/MCC.2014.17 	{:editor=>"Amoroso, E", :date=>"2014,", :title=>"‘Practical Methods for Securing the Cloud’,", :journal=>"IEEE Cloud Computing,", :volume=>"vol. 1, no.1,", :pages=>"pp. 28–38,", :doi=>"doi: 10.1109/MCC.2014.17"}	-	1000.0	-	-	0.000	21	-	100.0000	5	-	60	-	-	7	-	-	92	148.25	
5ab9beba25f15f35576308d6	social-cognitive-and-affective-neuroscience	Amoroso, E. (2014). Practical Methods for Securing the Cloud. IEEE Cloud Computing, 1, 28–38 	{:author=>"Amoroso, E.", :date=>"(2014).", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing,", :volume=>"1,", :pages=>"28–38"}	50.0	-	-	0.000	-	-	-	5	-	20	-	-	2	-	-	50	21.166666666666668	
5ab9beba25f15f35576308d6	the-world-journal-of-biological-psychiatry	Amoroso E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing [Internet] 1:28–38. Available from: https://doi.org/10.1109/MCC.2014.17 	{:author=>"Amoroso E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing [Internet]", :volume=>"1:", :pages=>"28–38.", :accessed=>"Available from:", :url=>"https://doi.org/10.1109/MCC.2014.17"}	36.0	-	-	0.000	-	-	-	35	-	33	-	-	2	-	-	50	26.0	
5ab9beba25f15f35576308d6	harvard-southampton-solent-university	AMOROSO, E., 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing [online], 1(1), 28–38 Available from: https://doi.org/10.1109/MCC.2014.17 	{:author=>"AMOROSO, E.,", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing [online],", :volume=>"1(1),", :pages=>"28–38", :accessed=>"Available from:", :url=>"https://doi.org/10.1109/MCC.2014.17"}	93.0	-	-	0.000	-	-	-	33	-	20	-	-	2	-	-	80	38.0	
5ab9beba25f15f35576308d6	the-auk	Amoroso, E. (2014). Practical Methods for Securing the Cloud. IEEE Cloud Computing 1:28–38. doi: 10.1109/MCC.2014.17 	{:author=>"Amoroso, E.", :date=>"(2014).", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"1:", :pages=>"28–38.", :doi=>"doi: 10.1109/MCC.2014.17"}	50.0	-	-	0.000	21	-	-	0	-	33	-	-	2	-	-	50	22.285714285714285	
5ab9beba25f15f35576308d6	magnetic-resonance-in-medicine	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing [Internet] 2014;1:28–38. doi: 10.1109/MCC.2014.17. 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing [Internet]", :volume=>"2014;1:", :pages=>"28–38.", :doi=>"doi: 10.1109/MCC.2014.17."}	57.0	-	-	-	24	-	-	35	-	33	-	-	2	-	-	86	39.5	
5ab9beba25f15f35576308d6	national-science-foundation-grant-proposals	1. Amoroso, E. “Practical Methods for Securing the Cloud” IEEE Cloud Computing 1, no. 1 (2014): 28–38. doi:10.1109/MCC.2014.17, Available at https://doi.org/10.1109/MCC.2014.17  	{:author=>"1. Amoroso, E.", :title=>"“Practical Methods for Securing the Cloud”", :journal=>"IEEE Cloud Computing", :volume=>"1, no. 1", :date=>"( 2014):", :pages=>"28–38.", :doi=>"doi:10.1109/MCC.2014.17,", :note=>"Available at https://doi.org/10.1109/MCC.2014.17"}	65.0	-	-	33	21	-	-	0	-	33	-	-	5	-	-	88	35.0	
5ab9beba25f15f35576308d6	the-journal-of-parasitology	Amoroso, E. 2014. Practical Methods for Securing the Cloud. 11 p. IEEE Cloud Computing 1: 28–38. 	{:author=>"Amoroso, E.", :date=>"2014.", :title=>"Practical Methods for Securing", :journal=>["the Cloud.", "IEEE Cloud Computing"], :volume=>["11", "1:"], :pages=>["p.", "28–38."]}	50.0	-	-	0.000	-	-	-	70	-	33	-	-	25	-	-	50	38.0	
5ab9beba25f15f35576308d6	biochemical-society-transactions	[1]Amoroso E. (2014) Practical Methods for Securing the Cloud. IEEE Cloud Computing [Internet]. 1, 28–38. Available from: https://doi.org/10.1109/MCC.2014.17 	{:author=>"[1]Amoroso E.", :date=>"(2014)", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing [Internet].", :volume=>"1,", :pages=>"28–38.", :accessed=>"Available from:", :url=>"https://doi.org/10.1109/MCC.2014.17"}	57.0	-	-	0.000	-	-	-	38	-	33	-	-	2	-	-	50	30.0	
5ab9beba25f15f35576308d6	asian-journal-of-neurosurgery	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing [Internet] 2014;1:28–38. Available from: https://doi.org/10.1109/MCC.2014.17 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing [Internet]", :volume=>"2014;1:", :pages=>"28–38.", :accessed=>"Available from:", :url=>"https://doi.org/10.1109/MCC.2014.17"}	57.0	-	-	-	-	-	-	35	-	33	-	-	2	-	-	86	42.6	
5ab9beba25f15f35576308d6	nuclear-receptor-signaling	Amoroso, E. (2014) Practical Methods for Securing the Cloud. IEEE Cloud Computing, 1, 28–38. 10.1109/MCC.2014.17 	{:author=>"Amoroso, E.", :date=>"(2014)", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing,", :volume=>"1, 28–38.", :pages=>"10.1109/MCC.2014.17"}	50.0	-	-	0.000	-	-	-	5	-	95	-	-	2	-	-	89	40.166666666666664	
5ab9beba25f15f35576308d6	sist02	(1)Amoroso, Edward. IEEE Cloud Computing: Practical Methods for Securing the Cloud. IEEE Cloud Computing. 2014, vol. 1, no. 1, p. 28–38. https://doi.org/10.1109/MCC.2014.17. 	{:author=>"(1)Amoroso, Edward.", :title=>"IEEE Cloud Computing: Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"2014, vol. 1, no. 1,", :pages=>"p. 28–38. https://doi.org/10.1109/MCC.2014.17."}	27.5	-	-	-	-	-	-	5	-	91	-	-	37	-	-	95	51.1	
5ab9beba25f15f35576308d6	spanish-legal	Amoroso, E., “Practical Methods for Securing the Cloud”, IEEE Cloud Computing, vol. 1, n.º 1, 2014, (IEEE Cloud Computing), pp. 28-38, fecha de consulta en https://doi.org/10.1109/MCC.2014.17. 	{:author=>"Amoroso, E.,", :title=>["“Practical Methods for Securing the Cloud”,", "fecha de consulta en"], :journal=>["IEEE Cloud Computing,", "(IEEE Cloud Computing),"], :volume=>"vol. 1, n.º 1, 2014,", :pages=>"pp. 28-38,", :url=>"https://doi.org/10.1109/MCC.2014.17."}	50.0	-	-	-	-	-	-	5	-	50	-	-	7	-	-	95	41.4	
5ab9beba25f15f35576308d6	uludag-universitesi-sosyal-bilimler-enstitusu-ilahiyat-fakultesi-full-note	AMOROSO Edward, “Practical Methods for Securing the Cloud”, IEEE Cloud Computing, IEEE Cloud Computing c. 1, sy. 1 (2014), ss. 28–38, doi:10.1109/MCC.2014.17. 	{:author=>"AMOROSO Edward,", :title=>"“Practical Methods for Securing the Cloud”,", :journal=>"IEEE Cloud Computing, IEEE Cloud Computing c.", :volume=>"1, sy. 1", :date=>"(2014), ss.", :pages=>"28–38,", :doi=>"doi:10.1109/MCC.2014.17."}	43.0	-	-	43	21	-	-	56	-	33	-	-	7	-	-	88	41.57142857142857	
5ab9beba25f15f35576308d6	french1	[1]AMOROSO E. « Practical Methods for Securing the Cloud ». IEEE Cloud Computing [En ligne]. 2014. Vol. 1, n°1, p. 28‑38. Disponible sur : < https://doi.org/10.1109/MCC.2014.17 > 	{:author=>"[1]AMOROSO E.", :title=>"« Practical Methods for Securing the Cloud ».", :journal=>"IEEE Cloud Computing [En", :volume=>"ligne]. 2014. Vol. 1, n°1,", :pages=>"p. 28‑38.", :note=>"Disponible sur : < https://doi.org/10.1109/MCC.2014.17 >"}	100.0	-	-	-	-	-	-	17	-	56	-	-	11	-	-	96	56.0	
5ab9beba25f15f35576308d6	international-journal-of-food-science-and-technology	Amoroso, E. (2014). Practical Methods for Securing the Cloud. IEEE Cloud Computing, IEEE Cloud Computing, 1, 28–38. 	{:author=>"Amoroso, E.", :date=>"(2014).", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing, IEEE Cloud Computing,", :volume=>"1,", :pages=>"28–38."}	50.0	-	-	0.000	-	-	-	53	-	33	-	-	2	-	-	50	31.333333333333332	
5ab9beba25f15f35576308d6	ksce-journal-of-civil-engineering	Amoroso, E. (2014). Practical Methods for Securing the Cloud: IEEE Cloud Computing, Vol. 1, No. 1, pp. 28–38, DOI: 10.1109/MCC.2014.17. 	{:author=>"Amoroso, E.", :date=>"(2014).", :title=>"Practical Methods for Securing the Cloud:", :journal=>"IEEE Cloud Computing,", :volume=>"Vol. 1, No. 1,", :pages=>"pp. 28–38,", :doi=>"DOI: 10.1109/MCC.2014.17."}	50.0	-	-	0.000	24	-	-	5	-	60	-	-	2	-	-	93	33.42857142857143	
5ab9beba25f15f35576308d6	gastrointestinal-intervention	1.Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing. 2014;1(1):28–38. Doi: 10.1109/MCC.2014.17. 	{:author=>"1.Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"2014;1(1):", :pages=>"28–38.", :doi=>"Doi: 10.1109/MCC.2014.17."}	50.0	-	-	-	24	-	-	5	-	33	-	-	2	-	-	90	34.0	
5ab9beba25f15f35576308d6	mimesis-edizioni	E. Amoroso, Practical Methods for Securing the Cloud, in «IEEE Cloud Computing», n. 1, 1 2014, pp. 28–38 	{:author=>"E. Amoroso,", :title=>"Practical Methods for Securing the Cloud,", :booktitle=>"in «IEEE Cloud Computing»,", :volume=>"n. 1, 1 2014,", :pages=>"pp. 28–38"}	71.0	80	-	-	-	-	-	-	-	56	-	-	2	-	-	92	60.2	
5ab9beba25f15f35576308d6	byzantina-symmeikta	1. E. Amoroso, Practical Methods for Securing the Cloud, IEEE Cloud Computing 1 [IEEE Cloud Computing], (2014) 28–38. 	{:author=>"1. E. Amoroso,", :title=>"Practical Methods for Securing the Cloud,", :journal=>"IEEE Cloud Computing 1 [IEEE Cloud Computing],", :date=>"(2014)", :pages=>"28–38."}	93.0	-	-	0.000	-	-	-	57	-	33	-	-	2	-	-	-	37.0	
5ab9beba25f15f35576308d6	mycologia	Amoroso E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing. 1:28–38, doi:10.1109/MCC.2014.17. 	{:author=>"Amoroso E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"1:", :pages=>"28–38,", :doi=>"doi:10.1109/MCC.2014.17."}	36.0	-	-	0.000	21	-	-	5	-	33	-	-	2	-	-	50	21.0	
5ab9beba25f15f35576308d6	the-open-university-a251	Amoroso, E. (2014) ‘Practical Methods for Securing the Cloud’. IEEE Cloud Computing, 1/1, pp.28–38. [online] https://doi.org/10.1109/MCC.2014.17. 	{:author=>"Amoroso, E.", :date=>"(2014)", :title=>"‘Practical Methods for Securing the Cloud’.", :journal=>"IEEE Cloud Computing,", :volume=>"1/1,", :pages=>"pp.28–38. [online]", :url=>"https://doi.org/10.1109/MCC.2014.17."}	50.0	-	-	0.000	-	-	-	5	-	78	-	-	7	-	-	75	35.833333333333336	
5ab9beba25f15f35576308d6	journal-of-field-ornithology	Amoroso, E. [online]. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing 1: 28–38. 	{:author=>"Amoroso, E. [online].", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"1:", :pages=>"28–38."}	46.0	-	-	0.000	-	-	-	0	-	33	-	-	2	-	-	50	21.833333333333332	
5ab9beba25f15f35576308d6	mcgill-en	Amoroso, Edward. “Practical Methods for Securing the Cloud” (2014) 1:1 IEEE Cloud Computing 28, online: <https://doi.org/10.1109/MCC.2014.17>. 	{:author=>"Amoroso, Edward.", :title=>"“Practical Methods for Securing the Cloud”", :date=>"(2014)", :volume=>["1: 1", "28,"], :journal=>"IEEE Cloud Computing", :url=>"online: <https://doi.org/10.1109/MCC.2014.17>."}	12.5	-	-	0.000	-	-	-	0	-	-	-	5	-	-	100	23.5	
5ab9beba25f15f35576308d6	journal-of-the-electrochemical-society	1. E. Amoroso, IEEE Cloud Computing, 1, 28–38 (2014) https://doi.org/10.1109/MCC.2014.17. 	{:author=>"1. E. Amoroso,", :journal=>"IEEE Cloud Computing,", :volume=>"1,", :pages=>"28–38", :date=>"(2014)", :url=>"https://doi.org/10.1109/MCC.2014.17."}	93.0	-	-	0.000	-	-	-	5	-	20	-	-	-	-	-	50	33.6	
5ab9beba25f15f35576308d6	journal-of-cellular-and-molecular-medicine	[1]Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing 2014; 1; 28–38. 	{:author=>"[1]Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"2014;", :pages=>"1; 28–38."}	57.0	-	-	-	-	-	-	0	-	56	-	-	2	-	-	80	39.0	
5ab9beba25f15f35576308d6	onderstepoort-journal-of-veterinary-research	Amoroso, E., 2014, 'Practical Methods for Securing the Cloud', IEEE Cloud Computing 1, 28–38, from https://doi.org/10.1109/MCC.2014.17. 	{:author=>"Amoroso, E.,", :date=>"2014,", :title=>"'Practical Methods for Securing the Cloud',", :journal=>"IEEE Cloud Computing", :volume=>"1,", :pages=>"28–38,", :accessed=>"from", :url=>"https://doi.org/10.1109/MCC.2014.17."}	50.0	-	-	0.000	-	-	-	0	-	33	-	-	7	-	-	50	23.333333333333332	
5ab9beba25f15f35576308d6	technische-universitat-dresden-betriebswirtschaftslehre-logistik-author-date	Amoroso, E. (2014): Practical Methods for Securing the Cloud. In: IEEE Cloud Computing, vol. 1, 1-2014, p. 28–38. <https://doi.org/10.1109/MCC.2014.17>. 	{:author=>"Amoroso, E.", :date=>"( 2014):", :title=>"Practical Methods for Securing the Cloud. In:", :journal=>"IEEE Cloud Computing,", :volume=>"vol. 1,", :pages=>"1-2014, p. 28–38. <https://doi.org/10.1109/MCC.2014.17>."}	50.0	-	-	33	-	-	-	5	-	93	-	-	11	-	-	86	46.333333333333336	
5ab9beba25f15f35576308d6	european-journal-of-immunology	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing. 2014; 1:28–38. Available at: https://doi.org/10.1109/MCC.2014.17.DOI: 10.1109/MCC.2014.17. 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"2014; 1:", :pages=>"28–38.", :note=>"Available at: https://doi.org/ 10.1109/MCC.2014.17.DOI: 10.1109/MCC.2014.17."}	57.0	-	-	-	-	-	-	5	-	33	-	-	2	-	-	88	37.0	
5ab9beba25f15f35576308d6	european-journal-of-soil-science	Amoroso, E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing 1, 28–38Available at https://doi.org/10.1109/MCC.2014.17. 	{:author=>"Amoroso, E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :volume=>"1,", :pages=>"28–38Available", :note=>"at", :url=>"https://doi.org/10.1109/MCC.2014.17."}	50.0	-	-	0.000	-	-	-	0	-	71	-	-	2	-	-	50	28.833333333333332	
5ab9beba25f15f35576308d6	universitas-negeri-semarang-fakultas-matematika-dan-ilmu-pengetahuan-alam	Amoroso, E. 2014. Practical Methods for Securing the Cloud. IEEE Cloud Computing, 1(1): 28–38. Tersedia di https://doi.org/10.1109/MCC.2014.17. 	{:author=>"Amoroso, E.", :date=>"2014.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing,", :volume=>"1(1):", :pages=>"28–38.", :note=>"Tersedia di", :url=>"https://doi.org/10.1109/MCC.2014.17."}	50.0	-	-	0.000	-	-	-	5	-	33	-	-	2	-	-	80	28.333333333333332	
5ab9beba25f15f35576308d6	cornea	1. Amoroso E. Practical Methods for Securing the Cloud. IEEE Cloud Computing. 2014;1:28-38. doi:10.1109/MCC.2014.17. 	{:author=>"1. Amoroso E.", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing.", :volume=>"2014;1:", :pages=>"28-38.", :doi=>"doi:10.1109/MCC.2014.17."}	57.0	-	-	-	21	-	-	5	-	17	-	-	2	-	-	86	31.333333333333332	
5ab9beba25f15f35576308d6	restoration-ecology	Amoroso E (2014) Practical Methods for Securing the Cloud. IEEE Cloud Computing 1:28–38:(In Press) 	{:editor=>"Amoroso E", :date=>"(2014)", :title=>"Practical Methods for Securing the Cloud.", :journal=>"IEEE Cloud Computing", :pages=>"1:28–38:", :location=>"(In", :publisher=>"Press)"}	-	1000.0	-	-	0.000	-	-	100.0000	0	5ab9bec325f15f3557630911	diatom-research	2012 International Conference on Field-Programmable Technology, FPT 2012, Seoul, Korea (South), December 10-12, 2012 2012. . IEEE. 	{:booktitle=>"2012 International Conference on Field-Programmable Technology, FPT 2012, Seoul, Korea (South), December", :pages=>"10-12,", :date=>"2012 2012.", :unknown=>".", :publisher=>"IEEE."}	10	-	56	-	-	-	-	-	-	20	-	-	-	-	-	28.666666666666668	
